Analysis data for heap_sort algorithm on random data for n = 1500
# of comparisons: 37642, regression equation:  y = 1.0032 (x) ^ 1.4476 w/ correlation 100.0 %,execution time: 0.047933 s
# of exchanges: 31885, regression equation:  y = 1.0029 (x) ^ 1.4244 w/ correlation 100.0 %
count,presorted values,postsorted values
626,3152,4705
627,9966,4709
628,9048,4711
629,5006,4716
630,4235,4721
631,2628,4725
632,4492,4730
633,7563,4732
634,5664,4733
635,2597,4744
636,8121,4748
637,7630,4762
638,4442,4767
639,7757,4769
640,6823,4778
641,4422,4781
642,4711,4786
643,8009,4793
644,1150,4796
645,3065,4799
646,9948,4814
647,1708,4817
648,1045,4832
649,2693,4838
650,1740,4843
651,1839,4844
652,5207,4856
653,4940,4861
654,9479,4862
655,8685,4868
656,4983,4871
657,7469,4885
658,8077,4891
659,3265,4896
660,9164,4902
661,9614,4903
662,7433,4911
663,1577,4914
664,9035,4936
665,6289,4939
666,4066,4940
667,5971,4950
668,3748,4954
669,5441,4955
670,3048,4959
671,6928,4965
672,6682,4980
673,9795,4981
674,3800,4983
675,9548,4984
676,3192,4986
677,9016,4987
678,8563,4991
679,6946,4994
680,9071,5006
681,7282,5008
682,8497,5014
683,6492,5015
684,8206,5022
685,1725,5025
686,8276,5045
687,4249,5048
688,1779,5060
689,8411,5071
690,8139,5088
691,9834,5106
692,5852,5108
693,1001,5110
694,2146,5121
695,4950,5122
696,9624,5139
697,8868,5156
698,2801,5158
699,8631,5165
700,4000,5169
701,1872,5171
702,2402,5173
703,4844,5174
704,2761,5203
705,2669,5207
706,5613,5208
707,5210,5210
708,9006,5211
709,7973,5215
710,5439,5219
711,9127,5225
712,2295,5227
713,8406,5228
714,3276,5231
715,9695,5235
716,9426,5239
717,3408,5243
718,6098,5248
719,4518,5249
720,4984,5260
721,3092,5266
722,6654,5268
723,1813,5271
724,8926,5276
725,3411,5279
726,3906,5281
727,8592,5287
728,1921,5291
729,3285,5305
730,4613,5309
731,5491,5318
732,4120,5320
733,4440,5323
734,9043,5330
735,7079,5332
736,6069,5335
737,9237,5349
738,3998,5358
739,9080,5366
740,4219,5368
741,2271,5374
742,6913,5383
743,2907,5387
744,5882,5394
745,4297,5397
746,8106,5405
747,2609,5406
748,3771,5409
749,8327,5410
750,5978,5411
751,1002,5412
752,7988,5414
753,8444,5417
754,8544,5421
755,3294,5434
756,6489,5435
757,6278,5439
758,5456,5441
759,5208,5442
760,9340,5445
761,3982,5448
762,2932,5453
763,2239,5456
764,8227,5478
765,3479,5479
766,5173,5481
767,4592,5487
768,6525,5491
769,5956,5512
770,5248,5535
771,8674,5542
772,2329,5545
773,8226,5546
774,8914,5557
775,9086,5568
776,4580,5578
777,1416,5584
778,4595,5598
779,4519,5603
780,9032,5604
781,8072,5613
782,7123,5626
783,6570,5632
784,3569,5639
785,9718,5657
786,8203,5658
787,8148,5664
788,3488,5667
789,8270,5668
790,2186,5673
791,2398,5676
792,6417,5681
793,9755,5682
794,1059,5690
795,1181,5694
796,6183,5697
797,5215,5709
798,2676,5723
799,4633,5724
800,1842,5729
801,7393,5736
802,6727,5738
803,4862,5740
804,2339,5747
805,2082,5749
806,1378,5757
807,8848,5757
808,4107,5763
809,4730,5766
810,5014,5780
811,1004,5797
812,6117,5800
813,3611,5805
814,2007,5814
815,4896,5823
816,6011,5835
817,7422,5847
818,6861,5848
819,6634,5849
820,5724,5852
821,9364,5854
822,5959,5857
823,8158,5858
824,1223,5877
825,8140,5882
826,9706,5884
827,6999,5887
828,7644,5890
829,5227,5915
830,1611,5917
831,8104,5922
832,1832,5923
833,4609,5924
834,5757,5929
835,1224,5931
836,9161,5932
837,3706,5938
838,3947,5942
839,4370,5949
840,4684,5950
841,1098,5954
842,4526,5956
843,3935,5958
844,8944,5959
845,2663,5959
846,9336,5962
847,2899,5966
848,9269,5967
849,2895,5971
850,5658,5972
851,3822,5978
852,6731,5980
853,2138,5983
854,2587,5985
855,7637,5987
856,3883,6001
857,5857,6003
858,1769,6011
859,3525,6029
860,4814,6030
861,7391,6042
862,1280,6048
863,6544,6056
864,8127,6060
865,9403,6061
866,8533,6062
867,3428,6069
868,2434,6073
869,4647,6083
870,2383,6089
871,3821,6090
872,6152,6098
873,8734,6104
874,5417,6114
875,3646,6117
876,5639,6127
877,1418,6134
878,6056,6140
879,6170,6141
880,5281,6142
881,2883,6147
882,5228,6152
883,3719,6164
884,1025,6166
885,3124,6170
886,8117,6175
887,2362,6176
888,6452,6183
889,2275,6199
890,3256,6211
891,3850,6215
892,7710,6227
893,6134,6251
894,9440,6252
895,6899,6271
896,8295,6278
897,4681,6284
898,7107,6289
899,7917,6290
900,5814,6322
901,8922,6324
902,2198,6337
903,4022,6356
904,7051,6395
905,4537,6398
906,4294,6412
907,7090,6417
908,4300,6425
909,5932,6451
910,5358,6452
911,9792,6456
912,3061,6458
913,9560,6470
914,4528,6487
915,8459,6488
916,9984,6489
917,2740,6492
918,7659,6506
919,1311,6507
920,9739,6515
921,9200,6516
922,6785,6525
923,4342,6530
924,1349,6539
925,4234,6544
926,2742,6549
927,4376,6555
928,5980,6563
929,5884,6570
930,9769,6583
931,6983,6614
932,1673,6615
933,1643,6617
934,5747,6621
935,7169,6634
936,1986,6643
937,4799,6644
938,6982,6645
939,9564,6651
940,8597,6654
941,5823,6667
942,8082,6668
943,7561,6671
944,1429,6677
945,5108,6682
946,7345,6688
947,9922,6694
948,1466,6706
949,1486,6710
950,9852,6716
951,1976,6727
952,4096,6731
953,3969,6746
954,4589,6760
955,1056,6769
956,2524,6770
957,2040,6782
958,8288,6785
959,8388,6790
960,7522,6803
961,3958,6806
962,9126,6821
963,1186,6823
964,8849,6825
965,4338,6843
966,4616,6849
967,2754,6861
968,7918,6871
969,9034,6873
970,5668,6874
971,7535,6881
972,2224,6899
973,8915,6904
974,4778,6908
975,2734,6913
976,8040,6922
977,5736,6928
978,1604,6933
979,7565,6937
980,6770,6941
981,7704,6943
982,9076,6946
983,1249,6947
984,6515,6948
985,5954,6959
986,5291,6964
987,6998,6971
988,9797,6981
989,6922,6982
990,2153,6983
991,7141,6985
992,2655,6988
993,9842,6989
994,8994,6994
995,5405,6996
996,4686,6998
997,9635,6999
998,6042,7004
999,6621,7006
1000,2703,7007
1001,7363,7009
1002,2633,7020
1003,5854,7026
1004,5122,7028
1005,2043,7030
1006,1037,7036
1007,9314,7043
1008,2741,7051
1009,7381,7054
1010,9475,7057
1011,7756,7066
1012,6539,7067
1013,4744,7071
1014,5800,7079
1015,9245,7090
1016,1823,7097
1017,6643,7098
1018,2742,7107
1019,9309,7112
1020,3206,7123
1021,4225,7138
1022,3542,7139
1023,1572,7141
1024,1240,7154
1025,5139,7156
1026,7112,7167
1027,7521,7169
1028,4959,7185
1029,2736,7188
1030,9044,7200
1031,5987,7223
1032,3949,7238
1033,7341,7247
1034,5022,7255
1035,1004,7258
1036,7943,7263
1037,7975,7266
1038,7832,7271
1039,6668,7281
1040,2789,7282
1041,3319,7286
1042,6985,7294
1043,3435,7297
1044,9191,7309
1045,9274,7316
1046,6142,7317
1047,2265,7320
1048,1899,7325
1049,8896,7332
1050,1747,7335
1051,4543,7340
1052,2326,7341
1053,3181,7345
1054,2955,7346
1055,6412,7347
1056,9581,7349
1057,3696,7357
1058,6555,7363
1059,6062,7368
1060,7377,7377
1061,4388,7381
1062,8872,7386
1063,6904,7391
1064,3785,7393
1065,7452,7394
1066,1033,7406
1067,1274,7417
1068,5983,7422
1069,3828,7423
1070,7870,7432
1071,9861,7433
1072,7713,7446
1073,2521,7451
1074,9295,7452
1075,5156,7458
1076,4478,7467
1077,8216,7468
1078,4955,7469
1079,4702,7479
1080,5487,7493
1081,1815,7499
1082,3027,7517
1083,8776,7519
1084,7006,7521
1085,9920,7522
1086,9783,7523
1087,2187,7535
1088,6227,7535
1089,2192,7537
1090,1008,7539
1091,6971,7541
1092,2674,7545
1093,5271,7547
1094,1771,7551
1095,9806,7561
1096,2297,7563
1097,4796,7565
1098,5958,7572
1099,5106,7581
1100,8650,7587
1101,1302,7621
1102,7347,7622
1103,1668,7625
1104,4654,7626
1105,1512,7630
1106,9559,7637
1107,4504,7643
1108,5568,7644
1109,2244,7653
1110,2174,7659
1111,7685,7663
1112,1644,7669
1113,3871,7685
1114,5268,7694
1115,7066,7704
1116,6746,7706
1117,5962,7707
1118,9668,7710
1119,2014,7713
1120,2289,7725
1121,4239,7728
1122,8035,7753
1123,9675,7756
1124,7368,7757
1125,5442,7763
1126,5121,7769
1127,8832,7773
1128,7026,7776
1129,2241,7782
1130,1695,7807
1131,3138,7832
1132,5243,7834
1133,6645,7841
1134,1006,7845
1135,9553,7854
1136,9723,7868
1137,9673,7870
1138,7807,7874
1139,6806,7906
1140,5929,7909
1141,9536,7917
1142,2097,7918
1143,7156,7919
1144,3872,7931
1145,1726,7935
1146,5409,7943
1147,5025,7944
1148,9309,7958
1149,9789,7960
1150,8921,7962
1151,7960,7973
1152,3067,7975
1153,3794,7982
1154,7551,7986
1155,1996,7988
1156,2283,7994
1157,1339,8002
1158,6176,8003
1159,9522,8008
1160,5847,8009
1161,1159,8018
1162,7834,8021
1163,9602,8023
1164,7317,8024
1165,9252,8033
1166,1259,8034
1167,9591,8035
1168,5279,8037
1169,8385,8040
1170,1913,8071
1171,8649,8072
1172,9763,8077
1173,1262,8079
1174,1625,8080
1175,6089,8082
1176,2176,8089
1177,4467,8091
1178,2872,8093
1179,3306,8099
1180,8761,8104
1181,5332,8106
1182,1565,8110
1183,9894,8117
1184,1389,8121
1185,4843,8127
1186,3404,8130
1187,7223,8136
1188,1712,8139
1189,3924,8140
1190,7545,8145
1191,3743,8147
1192,2395,8148
1193,8250,8150
1194,1489,8155
1195,3553,8158
1196,9583,8166
1197,4187,8179
1198,2849,8186
1199,3760,8190
1200,4076,8194
1201,7247,8197
1202,3948,8200
1203,8890,8202
1204,6563,8203
1205,2280,8206
1206,1484,8209
1207,9378,8216
1208,7188,8226
1209,5008,8227
1210,4991,8242
1211,7962,8250
1212,5235,8270
1213,9447,8271
1214,9944,8276
1215,6583,8278
1216,8023,8280
1217,2545,8287
1218,3753,8288
1219,8595,8290
1220,7519,8295
1221,1772,8327
1222,9889,8329
1223,7854,8330
1224,6166,8333
1225,9415,8342
1226,5158,8346
1227,1733,8356
1228,2603,8374
1229,5410,8378
1230,4196,8385
1231,7621,8386
1232,6933,8388
1233,1388,8397
1234,1241,8406
1235,4891,8411
1236,2509,8415
1237,3662,8421
1238,5697,8444
1239,13344,8448
1240,9629,8458
1241,3104,8459
1242,1118,8470
1243,4140,8497
1244,7669,8499
1245,7154,8512
1246,2109,8525
1247,6943,8533
1248,2765,8542
1249,9408,8544
1250,2401,8547
1251,8110,8552
1252,3194,8563
1253,4393,8584
1254,3541,8592
1255,6988,8595
1256,4652,8597
1257,1687,8610
1258,7043,8612
1259,2461,8614
1260,7335,8620
1261,8290,8621
1262,2230,8631
1263,9697,8634
1264,2427,8642
1265,1267,8646
1266,3349,8649
1267,8421,8650
1268,4538,8660
1269,4229,8661
1270,7694,8662
1271,6215,8674
1272,7263,8679
1273,2320,8681
1274,9717,8685
1275,7271,8697
1276,8287,8709
1277,1139,8710
1278,3169,8728
1279,5287,8730
1280,9595,8734
1281,9404,8751
1282,2331,8752
1283,8155,8761
1284,7200,8762
1285,9603,8772
1286,8999,8776
1287,8021,8801
1288,7406,8825
1289,1502,8832
1290,2370,8841
1291,5757,8843
1292,2803,8848
1293,3984,8849
1294,8356,8857
1295,8374,8868
1296,9197,8871
1297,1817,8872
1298,8772,8876
1299,9022,8880
1300,4481,8881
1301,2226,8890
1302,9955,8895
1303,2357,8896
1304,2649,8914
1305,4793,8915
1306,1115,8920
1307,1420,8921
1308,5749,8922
1309,9923,8926
1310,7028,8939
1311,4832,8944
1312,5397,8948
1313,6782,8979
1314,2124,8982
1315,5412,8993
1316,4498,8994
1317,2242,8999
1318,1393,9004
1319,2188,9006
1320,7919,9010
1321,8871,9013
1322,5045,9016
1323,3756,9022
1324,9036,9032
1325,9190,9034
1326,5667,9035
1327,2072,9036
1328,7707,9040
1329,5165,9043
1330,8278,9044
1331,5320,9048
1332,9420,9049
1333,9567,9054
1334,2338,9059
1335,1716,9071
1336,5323,9076
1337,8333,9077
1338,1521,9078
1339,2345,9080
1340,2131,9084
1341,1852,9086
1342,7622,9090
1343,9532,9122
1344,9518,9126
1345,5723,9127
1346,7423,9137
1347,3140,9146
1348,3024,9161
1349,4987,9164
1350,5309,9188
1351,2679,9190
1352,6706,9191
1353,2464,9196
1354,2455,9197
1355,3811,9200
1356,7258,9202
1357,8762,9204
1358,8202,9218
1359,6083,9232
1360,4356,9237
1361,8752,9245
1362,9887,9250
1363,3234,9252
1364,9592,9265
1365,6284,9269
1366,3423,9270
1367,8552,9272
1368,3707,9274
1369,8330,9293
1370,1886,9295
1371,8397,9305
1372,5434,9309
1373,7468,9309
1374,3784,9312
1375,5110,9313
1376,6251,9314
1377,8843,9315
1378,6487,9331
1379,1483,9336
1380,7346,9340
1381,5797,9343
1382,5959,9346
1383,3211,9364
1384,2709,9372
1385,2474,9378
1386,8034,9403
1387,4137,9404
1388,1855,9408
1389,1275,9415
1390,8024,9420
1391,4838,9426
1392,9272,9427
1393,5780,9440
1394,9078,9447
1395,2462,9454
1396,8728,9472
1397,2197,9475
1398,3094,9479
1399,6873,9480
1400,5848,9500
1401,1501,9503
1402,6451,9518
1403,8080,9522
1404,4732,9525
1405,6199,9532
1406,3563,9536
1407,4554,9538
1408,7725,9542
1409,9250,9546
1410,5709,9548
1411,9004,9553
1412,2098,9559
1413,7935,9560
1414,9480,9564
1415,3672,9567
1416,5414,9578
1417,2037,9580
1418,4116,9581
1419,3768,9583
1420,9146,9589
1421,9918,9590
1422,9590,9591
1423,9472,9592
1424,2354,9595
1425,6825,9597
1426,1984,9602
1427,5694,9603
1428,2910,9613
1429,5088,9614
1430,9620,9617
1431,2465,9620
1432,8620,9623
1433,6104,9624
1434,4337,9629
1435,7320,9634
1436,3096,9635
1437,3929,9647
1438,7845,9650
1439,8857,9664
1440,3944,9668
1441,5931,9673
1442,2700,9675
1443,7982,9684
1444,4117,9695
1445,4263,9696
1446,8512,9697
1447,9977,9706
1448,8448,9717
1449,3851,9718
1450,2283,9723
1451,3512,9726
1452,3939,9736
1453,9054,9739
1454,5305,9746
1455,1539,9755
1456,1232,9756
1457,4086,9759
1458,3272,9763
1459,3633,9764
1460,9974,9769
1461,8881,9771
1462,9617,9783
1463,4648,9786
1464,6073,9789
1465,3144,9791
1466,2606,9792
1467,4529,9795
1468,4432,9797
1469,2123,9806
1470,3320,9821
1471,5387,9834
1472,6651,9836
1473,4014,9842
1474,5383,9852
1475,4769,9861
1476,1112,9872
1477,8079,9873
1478,4871,9887
1479,9613,9889
1480,1422,9894
1481,6140,9908
1482,8002,9914
1483,4911,9918
1484,4474,9920
1485,6127,9921
1486,4166,9922
1487,3078,9923
1488,5682,9940
1489,9218,9944
1490,5318,9948
1491,7071,9955
1492,8634,9966
1493,2889,9971
1494,3628,9973
1495,8197,9974
1496,4954,9977
1497,7340,9984
1498,9454,9990
1499,5915,13344
