Analysis data for natural_merge algorithm on random data for n = 500
# of comparisons: 4243, regression equation:  y = 1.0017 (x) ^ 1.3207 w/ correlation 100.0 %,execution time: 0.005994 s
# of exchanges: 3992, regression equation:  y = 1.0015 (x) ^ 1.3134 w/ correlation 100.0 %
count,presorted values,postsorted values
163,4965,3777
164,1016,3802
165,9355,3809
166,5472,3812
167,2789,3839
168,9284,3849
169,1959,3855
170,2358,3860
171,4986,3950
172,8517,3951
173,3119,4011
174,2196,4023
175,8726,4039
176,7987,4110
177,4232,4118
178,6688,4140
179,5794,4165
180,5017,4167
181,9289,4188
182,4165,4192
183,5678,4216
184,1257,4220
185,3776,4232
186,4872,4234
187,5830,4254
188,5561,4264
189,2568,4319
190,6289,4330
191,5483,4337
192,8117,4354
193,5796,4389
194,3462,4417
195,9922,4433
196,3495,4443
197,7842,4466
198,9651,4468
199,9422,4472
200,9726,4602
201,8502,4619
202,7451,4648
203,4619,4673
204,2614,4704
205,8755,4715
206,6841,4719
207,2745,4727
208,9573,4731
209,3604,4756
210,6682,4767
211,4803,4791
212,5764,4797
213,8796,4802
214,4802,4803
215,9542,4805
216,6748,4811
217,1674,4816
218,2073,4823
219,4216,4828
220,3290,4848
221,8035,4854
222,6364,4872
223,7404,4880
224,1377,4916
225,7297,4927
226,9826,4946
227,7907,4965
228,8331,4967
229,9280,4986
230,4319,4993
231,1061,5015
232,1117,5017
233,9330,5033
234,6080,5048
235,5614,5077
236,8594,5080
237,3277,5106
238,1488,5141
239,5369,5143
240,3849,5150
241,4828,5232
242,4337,5277
243,3855,5279
244,5739,5282
245,8473,5284
246,8106,5292
247,2914,5298
248,4023,5326
249,1661,5349
250,6965,5357
251,1065,5369
252,3591,5376
253,1046,5383
254,7549,5397
255,3004,5472
256,5661,5483
257,2298,5524
258,8785,5544
259,8016,5549
260,8988,5561
261,3317,5567
262,5700,5568
263,6536,5585
264,4220,5586
265,9300,5614
266,2152,5661
267,3566,5678
268,6322,5700
269,4192,5734
270,8760,5739
271,1078,5764
272,1212,5770
273,7862,5781
274,5788,5788
275,6569,5794
276,6953,5796
277,5077,5807
278,7716,5830
279,7048,5833
280,4389,5849
281,7310,5866
282,9452,5889
283,1421,5950
284,1364,6069
285,1970,6080
286,7861,6091
287,1832,6093
288,8911,6148
289,7921,6154
290,6822,6213
291,7648,6226
292,7345,6244
293,9788,6266
294,6687,6269
295,8030,6289
296,2757,6293
297,5383,6322
298,6653,6364
299,1891,6380
300,3143,6389
301,4330,6392
302,6266,6398
303,2132,6402
304,4797,6405
305,6269,6451
306,5143,6484
307,7012,6536
308,6154,6551
309,4188,6569
310,5585,6595
311,8365,6608
312,7804,6622
313,1255,6629
314,4417,6651
315,3468,6653
316,8710,6676
317,7350,6682
318,9846,6687
319,4715,6688
320,4767,6697
321,9469,6727
322,9522,6748
323,7802,6775
324,6775,6811
325,1358,6822
326,8320,6838
327,4848,6841
328,2194,6917
329,9104,6953
330,1847,6965
331,4946,6969
332,6402,6975
333,1704,7004
334,4731,7012
335,4673,7033
336,1560,7048
337,7293,7072
338,5277,7076
339,8513,7077
340,2321,7089
341,2323,7101
342,7604,7134
343,3777,7135
344,4140,7158
345,8017,7185
346,6622,7194
347,4443,7207
348,1299,7280
349,6451,7293
350,6226,7297
351,9036,7305
352,2785,7310
353,3280,7329
354,1221,7335
355,9340,7345
356,2275,7350
357,2687,7372
358,6392,7398
359,8534,7404
360,2913,7451
361,4602,7462
362,5889,7549
363,9411,7562
364,9601,7604
365,2371,7618
366,3950,7648
367,7089,7669
368,5282,7684
369,3116,7716
370,2908,7721
371,6697,7769
372,6405,7778
373,9911,7802
374,6676,7804
375,7398,7831
376,3703,7842
377,6595,7861
378,7886,7862
379,9112,7872
380,5349,7879
381,2516,7886
382,4354,7890
383,1461,7907
384,9485,7921
385,5833,7928
386,5866,7974
387,3524,7987
388,5292,7999
389,5376,8016
390,7194,8017
391,2889,8030
392,4811,8035
393,3199,8056
394,7462,8088
395,1513,0
396,9268,0
397,4167,8106
398,3514,8117
399,7562,8129
400,7890,8155
401,5807,8180
402,8329,8183
403,1126,8258
404,4823,8268
405,2589,8292
406,7076,8320
407,6398,8329
408,7684,8331
409,9839,8344
410,1767,8365
411,5781,8406
412,1223,8423
413,1668,8428
414,1192,8473
415,9754,8474
416,7999,8486
417,2405,8502
418,2069,8513
419,3482,8517
420,5397,8534
421,8183,8546
422,3762,8594
423,2171,8680
424,9237,8710
425,2162,8726
426,1320,8755
427,4756,8760
428,2102,8772
429,4466,8781
430,2503,8785
431,2712,8796
432,9206,8823
433,8056,8842
434,8486,8911
435,7879,8970
436,4854,8974
437,1518,8988
438,5568,9021
439,9173,9027
440,9063,9036
441,9129,9040
442,5326,9043
443,3839,9063
444,4727,9080
445,3166,9102
446,3710,9104
447,1105,9112
448,1020,9125
449,1153,9129
450,2203,9147
451,9718,9173
452,4039,9201
453,5048,9202
454,3153,9206
455,4011,9237
456,2293,9268
457,8268,9280
458,3457,9284
459,4719,9289
460,2328,9300
461,3070,9330
462,1509,9340
463,5284,9355
464,9451,9398
465,6651,9407
466,9960,9411
467,9615,9422
468,8970,9451
469,2566,9452
470,9481,9469
471,2435,9481
472,9040,9485
473,8428,9522
474,3802,9535
475,9027,9542
476,5549,9567
477,1323,9573
478,6727,9575
479,2825,9601
480,2337,9615
481,3676,9628
482,7669,9651
483,2769,9677
484,6389,9686
485,1569,9688
486,8344,9710
487,8406,9718
488,8546,9722
489,4967,9726
490,4880,9754
491,2365,9788
492,5586,9826
493,6380,9829
494,5279,9839
495,1516,9846
496,6629,9867
497,8088,9911
498,3772,9922
499,4062,9960
