Analysis data for quicksort algorithm on random data for n = 500
# of comparisons: 2096, regression equation:  y = 0.9996 (x) ^ 1.2348 w/ correlation 100.0 %,execution time: 0.006480 s
# of exchanges: 2426, regression equation:  y = 1.0001 (x) ^ 1.2513 w/ correlation 100.0 %
count,presorted values,postsorted values
163,4965,3776
164,1016,3777
165,9355,3802
166,5472,3809
167,2789,3812
168,9284,3839
169,1959,3849
170,2358,3855
171,4986,3860
172,8517,3950
173,3119,3951
174,2196,4011
175,8726,4023
176,7987,4039
177,4232,4062
178,6688,4110
179,5794,4118
180,5017,4140
181,9289,4165
182,4165,4167
183,5678,4188
184,1257,4192
185,3776,4216
186,4872,4220
187,5830,4232
188,5561,4234
189,2568,4254
190,6289,4264
191,5483,4319
192,8117,4330
193,5796,4337
194,3462,4354
195,9922,4389
196,3495,4417
197,7842,4433
198,9651,4443
199,9422,4466
200,9726,4468
201,8502,4472
202,7451,4602
203,4619,4619
204,2614,4648
205,8755,4673
206,6841,4704
207,2745,4715
208,9573,4719
209,3604,4727
210,6682,4731
211,4803,4756
212,5764,4767
213,8796,4791
214,4802,4797
215,9542,4802
216,6748,4803
217,1674,4805
218,2073,4811
219,4216,4816
220,3290,4823
221,8035,4828
222,6364,4848
223,7404,4854
224,1377,4872
225,7297,4880
226,9826,4916
227,7907,4927
228,8331,4946
229,9280,4965
230,4319,4967
231,1061,4986
232,1117,4993
233,9330,5015
234,6080,5017
235,5614,5033
236,8594,5048
237,3277,5077
238,1488,5080
239,5369,5106
240,3849,5141
241,4828,5143
242,4337,5150
243,3855,5232
244,5739,5277
245,8473,5279
246,8106,5282
247,2914,5284
248,4023,5292
249,1661,5298
250,6965,5326
251,1065,5349
252,3591,5357
253,1046,5369
254,7549,5376
255,3004,5383
256,5661,5397
257,2298,5472
258,8785,5483
259,8016,5524
260,8988,5544
261,3317,5549
262,5700,5561
263,6536,5567
264,4220,5568
265,9300,5585
266,2152,5586
267,3566,5614
268,6322,5661
269,4192,5678
270,8760,5700
271,1078,5734
272,1212,5739
273,7862,5764
274,5788,5770
275,6569,5781
276,6953,5788
277,5077,5794
278,7716,5796
279,7048,5807
280,4389,5830
281,7310,5833
282,9452,5849
283,1421,5866
284,1364,5889
285,1970,5950
286,7861,6069
287,1832,6080
288,8911,6091
289,7921,6093
290,6822,6148
291,7648,6154
292,7345,6213
293,9788,6226
294,6687,6244
295,8030,6266
296,2757,6269
297,5383,6289
298,6653,6293
299,1891,6322
300,3143,6364
301,4330,6380
302,6266,6389
303,2132,6392
304,4797,6398
305,6269,6402
306,5143,6405
307,7012,6451
308,6154,6484
309,4188,6536
310,5585,6551
311,8365,6569
312,7804,6595
313,1255,6608
314,4417,6622
315,3468,6629
316,8710,6651
317,7350,6653
318,9846,6676
319,4715,6682
320,4767,6687
321,9469,6688
322,9522,6697
323,7802,6727
324,6775,6748
325,1358,6775
326,8320,6811
327,4848,6822
328,2194,6838
329,9104,6841
330,1847,6917
331,4946,6953
332,6402,6965
333,1704,6969
334,4731,6975
335,4673,7004
336,1560,7012
337,7293,7033
338,5277,7048
339,8513,7072
340,2321,7076
341,2323,7077
342,7604,7089
343,3777,7101
344,4140,7134
345,8017,7135
346,6622,7158
347,4443,7185
348,1299,7194
349,6451,7207
350,6226,7280
351,9036,7293
352,2785,7297
353,3280,7305
354,1221,7310
355,9340,7329
356,2275,7335
357,2687,7345
358,6392,7350
359,8534,7372
360,2913,7398
361,4602,7404
362,5889,7451
363,9411,7462
364,9601,7549
365,2371,7562
366,3950,7604
367,7089,7618
368,5282,7648
369,3116,7669
370,2908,7684
371,6697,7716
372,6405,7721
373,9911,7769
374,6676,7778
375,7398,7802
376,3703,7804
377,6595,7831
378,7886,7842
379,9112,7861
380,5349,7862
381,2516,7872
382,4354,7879
383,1461,7886
384,9485,7890
385,5833,7907
386,5866,7921
387,3524,7928
388,5292,7974
389,5376,7987
390,7194,7999
391,2889,8016
392,4811,8017
393,3199,8030
394,7462,8035
395,1513,8056
396,9268,8088
397,4167,8106
398,3514,8117
399,7562,8129
400,7890,8155
401,5807,8180
402,8329,8183
403,1126,8258
404,4823,8268
405,2589,8292
406,7076,8320
407,6398,8329
408,7684,8331
409,9839,8344
410,1767,8365
411,5781,8406
412,1223,8423
413,1668,8428
414,1192,8473
415,9754,8474
416,7999,8486
417,2405,8502
418,2069,8513
419,3482,8517
420,5397,8534
421,8183,8546
422,3762,8594
423,2171,8680
424,9237,8710
425,2162,8726
426,1320,8755
427,4756,8760
428,2102,8772
429,4466,8781
430,2503,8785
431,2712,8796
432,9206,8823
433,8056,8842
434,8486,8911
435,7879,8970
436,4854,8974
437,1518,8988
438,5568,9021
439,9173,9027
440,9063,9036
441,9129,9040
442,5326,9043
443,3839,9063
444,4727,9080
445,3166,9102
446,3710,9104
447,1105,9112
448,1020,9125
449,1153,9129
450,2203,9147
451,9718,9173
452,4039,9201
453,5048,9202
454,3153,9206
455,4011,9237
456,2293,9268
457,8268,9280
458,3457,9284
459,4719,9289
460,2328,9300
461,3070,9330
462,1509,9340
463,5284,9355
464,9451,9398
465,6651,9407
466,9960,9411
467,9615,9422
468,8970,9451
469,2566,9452
470,9481,9469
471,2435,9481
472,9040,9485
473,8428,9522
474,3802,9535
475,9027,9542
476,5549,9567
477,1323,9573
478,6727,9575
479,2825,9601
480,2337,9615
481,3676,9628
482,7669,9651
483,2769,9677
484,6389,9686
485,1569,9688
486,8344,9710
487,8406,9718
488,8546,9722
489,4967,9726
490,4880,9754
491,2365,9788
492,5586,9826
493,6380,9829
494,5279,9839
495,1516,9846
496,6629,9867
497,8088,9911
498,3772,9922
499,4062,9960
